"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username","remove_user","cleaning","case_folding","tokenisasi","normalisasi","stopword_removal","stemming","to_sentence","cluster","sentimen"
"1.78E+31","Wed Apr 24 04:48:00 +0000 2024","1233","Ngritik urusan HAM ditantang ke Papua. Nasehatin buruknya efek merokok ditantang naik gunung uji paru-paru. Ngingetin urusan netralitas pejabat saat pemilu dituding partisan. Ngritik urusan politik malah disuruh jadi politisi. Peduli dan ikut campur tuh dua hal berbeda!","1.78E+31","","","in","","6","8","608","https://twitter.com/gandjar_bondan/status/1782994880597508521","289712324.0","gandjar_bondan","Ngritik urusan HAM ditantang ke Papua. Nasehatin buruknya efek merokok ditantang naik gunung uji paru-paru. Ngingetin urusan netralitas pejabat saat pemilu dituding partisan. Ngritik urusan politik malah disuruh jadi politisi. Peduli dan ikut campur tuh dua hal berbeda!","Ngritik urusan HAM ditantang Papua Nasehatin buruknya efek merokok ditantang naik gunung uji paru paru Ngingetin urusan netralitas pejabat saat pemilu dituding partisan Ngritik urusan politik malah disuruh jadi politisi Peduli dan ikut campur tuh dua hal berbeda ","ngritik urusan ham ditantang papua nasehatin buruknya efek merokok ditantang naik gunung uji paru paru ngingetin urusan netralitas pejabat saat pemilu dituding partisan ngritik urusan politik malah disuruh jadi politisi peduli dan ikut campur tuh dua hal berbeda ","['ngritik', 'urusan', 'ham', 'ditantang', 'papua', 'nasehatin', 'buruknya', 'efek', 'merokok', 'ditantang', 'naik', 'gunung', 'uji', 'paru', 'paru', 'ngingetin', 'urusan', 'netralitas', 'pejabat', 'saat', 'pemilu', 'dituding', 'partisan', 'ngritik', 'urusan', 'politik', 'malah', 'disuruh', 'jadi', 'politisi', 'peduli', 'dan', 'ikut', 'campur', 'tuh', 'dua', 'hal', 'berbeda']","['ngritik', 'urusan', 'ham', 'ditantang', 'papua', 'menasihati', 'buruknya', 'efek', 'merokok', 'ditantang', 'naik', 'gunung', 'uji', 'paru', 'paru', 'mengingatkan', 'urusan', 'netralitas', 'pejabat', 'saat', 'pemilu', 'dituding', 'partisan', 'ngritik', 'urusan', 'politik', 'malah', 'disuruh', 'jadi', 'politisi', 'peduli', 'dan', 'ikut', 'campur', 'tuh', 'dua', 'hal', 'berbeda']","['ngritik', 'urusan', 'ham', 'ditantang', 'papua', 'menasihati', 'buruknya', 'efek', 'merokok', 'ditantang', 'gunung', 'uji', 'paru', 'paru', 'urusan', 'netralitas', 'pejabat', 'pemilu', 'dituding', 'partisan', 'ngritik', 'urusan', 'politik', 'disuruh', 'politisi', 'peduli', 'campur', 'berbeda']","['ngritik', 'urus', 'ham', 'tantang', 'papua', 'nasihat', 'buruk', 'efek', 'rokok', 'tantang', 'gunung', 'uji', 'paru', 'paru', 'urus', 'netralitas', 'jabat', 'milu', 'tuding', 'partisan', 'ngritik', 'urus', 'politik', 'suruh', 'politis', 'peduli', 'campur', 'beda']","ngritik urus ham tantang papua nasihat buruk efek rokok tantang gunung uji paru paru urus netralitas jabat milu tuding partisan ngritik urus politik suruh politis peduli campur beda","0","Negatif"
"1.78E+31","Fri Apr 19 14:46:37 +0000 2024","28","Sejak era 1900 takkan pernah terjadi baru terjadi di era pemilu Indonsia 2024 ....! Ada apa...? Adakah kaitannya dengan negeri wakanda....? Akankah Dubai jadi tol laut selamanya seperti Demak...? https://t.co/S6sL2h9KN2","1.78E+31","https://pbs.twimg.com/ext_tw_video_thumb/1781333426022621184/pu/img/4F2RklCdKHmzpqf-.jpg","","in","","1","13","16","https://twitter.com/H4T14K4LN4L42/status/1781333586345689505","1.13E+31","H4T14K4LN4L42","Sejak era 1900 takkan pernah terjadi baru terjadi di era pemilu Indonsia 2024 ....! Ada apa...? Adakah kaitannya dengan negeri wakanda....? Akankah Dubai jadi tol laut selamanya seperti Demak...? https://t.co/S6sL2h9KN2","Sejak era takkan pernah terjadi baru terjadi era pemilu Indonsia Ada apa Adakah kaitannya dengan negeri wakanda Akankah Dubai jadi tol laut selamanya seperti Demak ","sejak era takkan pernah terjadi baru terjadi era pemilu indonsia ada apa adakah kaitannya dengan negeri wakanda akankah dubai jadi tol laut selamanya seperti demak ","['sejak', 'era', 'takkan', 'pernah', 'terjadi', 'baru', 'terjadi', 'era', 'pemilu', 'indonsia', 'ada', 'apa', 'adakah', 'kaitannya', 'dengan', 'negeri', 'wakanda', 'akankah', 'dubai', 'jadi', 'tol', 'laut', 'selamanya', 'seperti', 'demak']","['sejak', 'era', 'takkan', 'pernah', 'terjadi', 'baru', 'terjadi', 'era', 'pemilu', 'indonsia', 'ada', 'apa', 'adakah', 'kaitannya', 'dengan', 'negeri', 'wakanda', 'akankah', 'dubai', 'jadi', 'tol', 'laut', 'selamanya', 'seperti', 'demak']","['era', 'takkan', 'era', 'pemilu', 'indonsia', 'adakah', 'kaitannya', 'negeri', 'wakanda', 'dubai', 'tol', 'laut', 'demak']","['era', 'tak', 'era', 'milu', 'indonsia', 'ada', 'kait', 'negeri', 'wakanda', 'dubai', 'tol', 'laut', 'demak']","era tak era milu indonsia ada kait negeri wakanda dubai tol laut demak","0","Negatif"
"1.78E+31","Wed Apr 17 06:53:31 +0000 2024","1054","Tim Hukum AMIN menyerahkan Materi Kesimpulan Sidang Sengketa Pemilu Presiden 2024 ke MK. Bismillah dimudahkan dan dilancarkan https://t.co/UgPlCQjZen","1.78E+31","https://pbs.twimg.com/ext_tw_video_thumb/1780489666304839680/pu/img/udijk4Vvewke9WJV.jpg","","in","DKI Jakarta, Indonesia","0","15","271","https://twitter.com/marlina_idha/status/1780489754032894332","7.20E+30","marlina_idha","Tim Hukum AMIN menyerahkan Materi Kesimpulan Sidang Sengketa Pemilu Presiden 2024 ke MK. Bismillah dimudahkan dan dilancarkan https://t.co/UgPlCQjZen","Tim Hukum AMIN menyerahkan Materi Kesimpulan Sidang Sengketa Pemilu Presiden Bismillah dimudahkan dan dilancarkan ","tim hukum amin menyerahkan materi kesimpulan sidang sengketa pemilu presiden bismillah dimudahkan dan dilancarkan ","['tim', 'hukum', 'amin', 'menyerahkan', 'materi', 'kesimpulan', 'sidang', 'sengketa', 'pemilu', 'presiden', 'bismillah', 'dimudahkan', 'dan', 'dilancarkan']","['tim', 'hukum', 'amin', 'menyerahkan', 'materi', 'kesimpulan', 'sidang', 'sengketa', 'pemilu', 'presiden', 'bismillah', 'dimudahkan', 'dan', 'dilancarkan']","['tim', 'hukum', 'amin', 'menyerahkan', 'materi', 'kesimpulan', 'sidang', 'sengketa', 'pemilu', 'presiden', 'bismillah', 'dimudahkan', 'dilancarkan']","['tim', 'hukum', 'amin', 'serah', 'materi', 'simpul', 'sidang', 'sengketa', 'milu', 'presiden', 'bismillah', 'mudah', 'lancar']","tim hukum amin serah materi simpul sidang sengketa milu presiden bismillah mudah lancar","1","Netral"
"1.78E+31","Fri Apr 19 09:11:46 +0000 2024","10","joki kewarganegaraan membuat artikel ttg pemilu #zonauang","1.78E+31","","","in","she/her ","0","100","2","https://twitter.com/oursdaes_/status/1781249318483361825","1.33E+31","oursdaes_","joki kewarganegaraan membuat artikel ttg pemilu #zonauang","joki kewarganegaraan membuat artikel ttg pemilu zonauang","joki kewarganegaraan membuat artikel ttg pemilu zonauang","['joki', 'kewarganegaraan', 'membuat', 'artikel', 'ttg', 'pemilu', 'zonauang']","['joki', 'kewarganegaraan', 'membuat', 'artikel', 'tentang', 'pemilu', 'zonauang']","['joki', 'kewarganegaraan', 'artikel', 'pemilu', 'zonauang']","['joki', 'kewarganegaraan', 'artikel', 'milu', 'zonauang']","joki kewarganegaraan artikel milu zonauang","0","Negatif"
"1.78E+31","Tue Apr 23 13:00:54 +0000 2024","87","Ketua tim kuasa hukum 02 Yusril Ihza Mahendra dan seluruh jajaran tim menyambangi rumah Calon Presiden RI Prabowo Subianto untuk melaporkan kemenangannya dalam sidang sengketa pemilu di Mahkamah Konstitusi (MK) Selasa (23/4/2024). #prabowo #gibran #prabowogibran https://t.co/LHH7qNWfNJ","1.78E+31","https://pbs.twimg.com/ext_tw_video_thumb/1782749785239547904/pu/img/O1YmQYnooLYsHh2u.jpg","","in","DKI Jakarta, Indonesia","0","3","15","https://twitter.com/dekade_08/status/1782756534747099341","1.58E+31","dekade_08","Ketua tim kuasa hukum 02 Yusril Ihza Mahendra dan seluruh jajaran tim menyambangi rumah Calon Presiden RI Prabowo Subianto untuk melaporkan kemenangannya dalam sidang sengketa pemilu di Mahkamah Konstitusi (MK) Selasa (23/4/2024). #prabowo #gibran #prabowogibran https://t.co/LHH7qNWfNJ","Ketua tim kuasa hukum Yusril Ihza Mahendra dan seluruh jajaran tim menyambangi rumah Calon Presiden Prabowo Subianto untuk melaporkan kemenangannya dalam sidang sengketa pemilu Mahkamah Konstitusi Selasa prabowo gibran prabowogibran ","ketua tim kuasa hukum yusril ihza mahendra dan seluruh jajaran tim menyambangi rumah calon presiden prabowo subianto untuk melaporkan kemenangannya dalam sidang sengketa pemilu mahkamah konstitusi selasa prabowo gibran prabowogibran ","['ketua', 'tim', 'kuasa', 'hukum', 'yusril', 'ihza', 'mahendra', 'dan', 'seluruh', 'jajaran', 'tim', 'menyambangi', 'rumah', 'calon', 'presiden', 'prabowo', 'subianto', 'untuk', 'melaporkan', 'kemenangannya', 'dalam', 'sidang', 'sengketa', 'pemilu', 'mahkamah', 'konstitusi', 'selasa', 'prabowo', 'gibran', 'prabowogibran']","['ketua', 'tim', 'kuasa', 'hukum', 'yusril', 'ihza', 'mahendra', 'dan', 'seluruh', 'jajaran', 'tim', 'menyambangi', 'rumah', 'calon', 'presiden', 'prabowo', 'subianto', 'untuk', 'melaporkan', 'kemenangannya', 'dalam', 'sidang', 'sengketa', 'pemilu', 'mahkamah', 'konstitusi', 'selasa', 'prabowo', 'gibran', 'prabowogibran']","['ketua', 'tim', 'kuasa', 'hukum', 'yusril', 'ihza', 'mahendra', 'jajaran', 'tim', 'menyambangi', 'rumah', 'calon', 'presiden', 'prabowo', 'subianto', 'melaporkan', 'kemenangannya', 'sidang', 'sengketa', 'pemilu', 'mahkamah', 'konstitusi', 'selasa', 'prabowo', 'gibran', 'prabowogibran']","['ketua', 'tim', 'kuasa', 'hukum', 'yusril', 'ihza', 'mahendra', 'jajar', 'tim', 'sambang', 'rumah', 'calon', 'presiden', 'prabowo', 'subianto', 'lapor', 'menang', 'sidang', 'sengketa', 'milu', 'mahkamah', 'konstitusi', 'selasa', 'prabowo', 'gibran', 'prabowogibran']","ketua tim kuasa hukum yusril ihza mahendra jajar tim sambang rumah calon presiden prabowo subianto lapor menang sidang sengketa milu mahkamah konstitusi selasa prabowo gibran prabowogibran","1","Netral"
"1.78E+31","Thu Apr 18 08:14:55 +0000 2024","33","Baru kali ini ada pemenang Pemilu katanya sampai 58% tapi gak yakin dengan kemenangannya sendiri terus berdemo. 58% itu kemenangan yg telak dan signifikan kenapa mesti di kawal segala?? Jangan2 benar kemenangannya gak murni suara rakyat tapi suara dari kekuasaan https://t.co/XrUORbNGin","1.78E+31","https://pbs.twimg.com/ext_tw_video_thumb/1780872586009960448/pu/img/EcVVTIJZYUIkzN3u.jpg","","in","","2","4","18","https://twitter.com/patillele4364/status/1780872626891784339","1.69E+31","patillele4364","Baru kali ini ada pemenang Pemilu katanya sampai 58% tapi gak yakin dengan kemenangannya sendiri terus berdemo. 58% itu kemenangan yg telak dan signifikan kenapa mesti di kawal segala?? Jangan2 benar kemenangannya gak murni suara rakyat tapi suara dari kekuasaan https://t.co/XrUORbNGin","Baru kali ini ada pemenang Pemilu katanya sampai tapi gak yakin dengan kemenangannya sendiri terus berdemo itu kemenangan telak dan signifikan kenapa mesti kawal segala Jangan benar kemenangannya gak murni suara rakyat tapi suara dari kekuasaan ","baru kali ini ada pemenang pemilu katanya sampai tapi gak yakin dengan kemenangannya sendiri terus berdemo itu kemenangan telak dan signifikan kenapa mesti kawal segala jangan benar kemenangannya gak murni suara rakyat tapi suara dari kekuasaan ","['baru', 'kali', 'ini', 'ada', 'pemenang', 'pemilu', 'katanya', 'sampai', 'tapi', 'gak', 'yakin', 'dengan', 'kemenangannya', 'sendiri', 'terus', 'berdemo', 'itu', 'kemenangan', 'telak', 'dan', 'signifikan', 'kenapa', 'mesti', 'kawal', 'segala', 'jangan', 'benar', 'kemenangannya', 'gak', 'murni', 'suara', 'rakyat', 'tapi', 'suara', 'dari', 'kekuasaan']","['baru', 'kali', 'ini', 'ada', 'pemenang', 'pemilu', 'katanya', 'sampai', 'tapi', 'enggak', 'yakin', 'dengan', 'kemenangannya', 'sendiri', 'terus', 'berdemo', 'itu', 'kemenangan', 'telak', 'dan', 'signifikan', 'kenapa', 'mesti', 'kawal', 'segala', 'jangan', 'benar', 'kemenangannya', 'enggak', 'murni', 'suara', 'rakyat', 'tapi', 'suara', 'dari', 'kekuasaan']","['kali', 'pemenang', 'pemilu', 'kemenangannya', 'berdemo', 'kemenangan', 'telak', 'signifikan', 'mesti', 'kawal', 'kemenangannya', 'murni', 'suara', 'rakyat', 'suara', 'kekuasaan']","['kali', 'menang', 'milu', 'menang', 'demo', 'menang', 'telak', 'signifikan', 'mesti', 'kawal', 'menang', 'murni', 'suara', 'rakyat', 'suara', 'kuasa']","kali menang milu menang demo menang telak signifikan mesti kawal menang murni suara rakyat suara kuasa","1","Netral"
"1.78E+30","Sat Apr 20 09:41:16 +0000 2024","161","KETUA KPU RI KEMBALI DILAPORKAN DUGAAN KASUS ASUSILA! KORBANNYA PETUGAS PEMILU DI LUAR NEGERI https://t.co/QEBC05DVzR","1.78E+30","https://pbs.twimg.com/media/GLmVKLbacAA-HTS.jpg","","in","","3","11","95","https://twitter.com/herculep638/status/1781619133505020350","1.72E+31","herculep638","KETUA KPU RI KEMBALI DILAPORKAN DUGAAN KASUS ASUSILA! KORBANNYA PETUGAS PEMILU DI LUAR NEGERI https://t.co/QEBC05DVzR","KETUA KPU KEMBALI DILAPORKAN DUGAAN KASUS ASUSILA KORBANNYA PETUGAS PEMILU LUAR NEGERI ","ketua kpu kembali dilaporkan dugaan kasus asusila korbannya petugas pemilu luar negeri ","['ketua', 'kpu', 'kembali', 'dilaporkan', 'dugaan', 'kasus', 'asusila', 'korbannya', 'petugas', 'pemilu', 'luar', 'negeri']","['ketua', 'kpu', 'kembali', 'dilaporkan', 'dugaan', 'kasus', 'asusila', 'korbannya', 'petugas', 'pemilu', 'luar', 'negeri']","['ketua', 'kpu', 'dilaporkan', 'dugaan', 'asusila', 'korbannya', 'petugas', 'pemilu', 'negeri']","['ketua', 'kpu', 'lapor', 'duga', 'asusila', 'korban', 'tugas', 'milu', 'negeri']","ketua kpu lapor duga asusila korban tugas milu negeri","1","Netral"
"1.78E+31","Wed Apr 17 08:27:43 +0000 2024","93","BEM Fakultas Hukum. - Univ Gadjah Mada. - Univ Diponegoro. - Univ Padjadjaran. - Univ Airlangga. Mereka menyerahkan Amici Curiae terkait sengketa Pilpres 2024 Mahasiswa Hukum Empat (4) Kampus ini Minta MK Batalkan Hasil Pemilu Curang 2024. https://t.co/wMKN8LlC9W https://t.co/4qQL2J14So","1.78E+31","https://pbs.twimg.com/ext_tw_video_thumb/1780513204529197056/pu/img/O1ltJD5nW1-Iv66p.jpg","","in","","1","1","45","https://twitter.com/SuwandaBen/status/1780513456581705833","2718336037.0","SuwandaBen","BEM Fakultas Hukum. - Univ Gadjah Mada. - Univ Diponegoro. - Univ Padjadjaran. - Univ Airlangga. Mereka menyerahkan Amici Curiae terkait sengketa Pilpres 2024 Mahasiswa Hukum Empat (4) Kampus ini Minta MK Batalkan Hasil Pemilu Curang 2024. https://t.co/wMKN8LlC9W https://t.co/4qQL2J14So","BEM Fakultas Hukum Univ Gadjah Mada Univ Diponegoro Univ Padjadjaran Univ Airlangga Mereka menyerahkan Amici Curiae terkait sengketa Pilpres Mahasiswa Hukum Empat Kampus ini Minta Batalkan Hasil Pemilu Curang ","bem fakultas hukum univ gadjah mada univ diponegoro univ padjadjaran univ airlangga mereka menyerahkan amici curiae terkait sengketa pilpres mahasiswa hukum empat kampus ini minta batalkan hasil pemilu curang ","['bem', 'fakultas', 'hukum', 'univ', 'gadjah', 'mada', 'univ', 'diponegoro', 'univ', 'padjadjaran', 'univ', 'airlangga', 'mereka', 'menyerahkan', 'amici', 'curiae', 'terkait', 'sengketa', 'pilpres', 'mahasiswa', 'hukum', 'empat', 'kampus', 'ini', 'minta', 'batalkan', 'hasil', 'pemilu', 'curang']","['bem', 'fakultas', 'hukum', 'universitas', 'gadjah', 'mada', 'universitas', 'diponegoro', 'universitas', 'padjadjaran', 'universitas', 'airlangga', 'mereka', 'menyerahkan', 'amici', 'curiae', 'terkait', 'sengketa', 'pilpres', 'mahasiswa', 'hukum', 'empat', 'kampus', 'ini', 'meminta', 'batalkan', 'hasil', 'pemilu', 'curang']","['bem', 'fakultas', 'hukum', 'universitas', 'gadjah', 'mada', 'universitas', 'diponegoro', 'universitas', 'padjadjaran', 'universitas', 'airlangga', 'menyerahkan', 'amici', 'curiae', 'terkait', 'sengketa', 'pilpres', 'mahasiswa', 'hukum', 'kampus', 'batalkan', 'hasil', 'pemilu', 'curang']","['bem', 'fakultas', 'hukum', 'universitas', 'gadjah', 'mada', 'universitas', 'diponegoro', 'universitas', 'padjadjaran', 'universitas', 'airlangga', 'serah', 'amici', 'curiae', 'kait', 'sengketa', 'pilpres', 'mahasiswa', 'hukum', 'kampus', 'batal', 'hasil', 'milu', 'curang']","bem fakultas hukum universitas gadjah mada universitas diponegoro universitas padjadjaran universitas airlangga serah amici curiae kait sengketa pilpres mahasiswa hukum kampus batal hasil milu curang","0","Negatif"
"1.78E+31","Mon Apr 22 14:42:10 +0000 2024","1089","Terima kasih kepada seluruh rakyat Indonesia yang telah memberikan kepercayaan ke PDI Perjuangan hingga menang pemilu legislatif tiga kali. #PDIPerjuangan #M3nangkanRakyat #KebenaranPastiMenang #SatyamEvaJayate https://t.co/wGtRacpsIy","1.78E+31","https://pbs.twimg.com/media/GLxtMjragAAU_7D.jpg","","in","Indonesia","20","168","138","https://twitter.com/PDI_Perjuangan/status/1782419629694214599","153407983.0","PDI_Perjuangan","Terima kasih kepada seluruh rakyat Indonesia yang telah memberikan kepercayaan ke PDI Perjuangan hingga menang pemilu legislatif tiga kali. #PDIPerjuangan #M3nangkanRakyat #KebenaranPastiMenang #SatyamEvaJayate https://t.co/wGtRacpsIy","Terima kasih kepada seluruh rakyat Indonesia yang telah memberikan kepercayaan PDI Perjuangan hingga menang pemilu legislatif tiga kali PDIPerjuangan nangkanRakyat KebenaranPastiMenang SatyamEvaJayate ","terima kasih kepada seluruh rakyat indonesia yang telah memberikan kepercayaan pdi perjuangan hingga menang pemilu legislatif tiga kali pdiperjuangan nangkanrakyat kebenaranpastimenang satyamevajayate ","['terima', 'kasih', 'kepada', 'seluruh', 'rakyat', 'indonesia', 'yang', 'telah', 'memberikan', 'kepercayaan', 'pdi', 'perjuangan', 'hingga', 'menang', 'pemilu', 'legislatif', 'tiga', 'kali', 'pdiperjuangan', 'nangkanrakyat', 'kebenaranpastimenang', 'satyamevajayate']","['terima', 'kasih', 'kepada', 'seluruh', 'rakyat', 'indonesia', 'yang', 'telah', 'memberikan', 'kepercayaan', 'pdi', 'perjuangan', 'hingga', 'menang', 'pemilu', 'legislatif', 'tiga', 'kali', 'pdiperjuangan', 'nangkanrakyat', 'kebenaranpastimenang', 'satyamevajayate']","['terima', 'kasih', 'rakyat', 'indonesia', 'kepercayaan', 'pdi', 'perjuangan', 'menang', 'pemilu', 'legislatif', 'kali', 'pdiperjuangan', 'nangkanrakyat', 'kebenaranpastimenang', 'satyamevajayate']","['terima', 'kasih', 'rakyat', 'indonesia', 'percaya', 'pdi', 'juang', 'menang', 'milu', 'legislatif', 'kali', 'pdiperjuangan', 'nangkanrakyat', 'kebenaranpastimenang', 'satyamevajayate']","terima kasih rakyat indonesia percaya pdi juang menang milu legislatif kali pdiperjuangan nangkanrakyat kebenaranpastimenang satyamevajayate","1","Netral"
"1.78E+30","Wed Apr 24 08:36:20 +0000 2024","6","need joki tugas hukum politik ttg pemilu deadline bsk pagi. mau cari yg engga pro ke kubu 02 #zonauang #jokitugas","1.78E+30","","","in","she/her","2","66","2","https://twitter.com/flterjmn/status/1783052341736026334","1.07E+31","flterjmn","need joki tugas hukum politik ttg pemilu deadline bsk pagi. mau cari yg engga pro ke kubu 02 #zonauang #jokitugas","need joki tugas hukum politik ttg pemilu deadline bsk pagi mau cari engga pro kubu zonauang jokitugas","need joki tugas hukum politik ttg pemilu deadline bsk pagi mau cari engga pro kubu zonauang jokitugas","['need', 'joki', 'tugas', 'hukum', 'politik', 'ttg', 'pemilu', 'deadline', 'bsk', 'pagi', 'mau', 'cari', 'engga', 'pro', 'kubu', 'zonauang', 'jokitugas']","['need', 'joki', 'tugas', 'hukum', 'politik', 'tentang', 'pemilu', 'deadline', 'besok', 'pagi', 'mau', 'cari', 'enggak', 'pro', 'kubu', 'zonauang', 'jokitugas']","['need', 'joki', 'tugas', 'hukum', 'politik', 'pemilu', 'deadline', 'besok', 'pagi', 'cari', 'pro', 'kubu', 'zonauang', 'jokitugas']","['need', 'joki', 'tugas', 'hukum', 'politik', 'milu', 'deadline', 'besok', 'pagi', 'cari', 'pro', 'kubu', 'zonauang', 'jokitugas']","need joki tugas hukum politik milu deadline besok pagi cari pro kubu zonauang jokitugas","0","Negatif"
"1.78E+30","Thu Apr 25 03:45:23 +0000 2024","73","PDIP TERUS BERPERKARA MESKI MK TELAH PUTUSKAN HASIL SENGKETA PILPRES... PENGADILAN TATA USAHA NEGARA TERIMA GUGATAN PDIP TERHADAP KPU SOAL KECURANGAN PEMILU....‼️ #JokowiBapakNepotisme #JokowiBapakNepotisme 🆘🆗 https://t.co/Bego5VgkQD","1.78E+30","https://pbs.twimg.com/ext_tw_video_thumb/1783341367487578112/pu/img/6o4j8Ym3c8IHFpMW.jpg","","in","Tanah Abang, Indonesia","1","7","27","https://twitter.com/Jatayu_45back/status/1783341510957973855","1.36E+31","Jatayu_45back","PDIP TERUS BERPERKARA MESKI MK TELAH PUTUSKAN HASIL SENGKETA PILPRES... PENGADILAN TATA USAHA NEGARA TERIMA GUGATAN PDIP TERHADAP KPU SOAL KECURANGAN PEMILU....‼️ #JokowiBapakNepotisme #JokowiBapakNepotisme 🆘🆗 https://t.co/Bego5VgkQD","PDIP TERUS BERPERKARA MESKI TELAH PUTUSKAN HASIL SENGKETA PILPRES PENGADILAN TATA USAHA NEGARA TERIMA GUGATAN PDIP TERHADAP KPU SOAL KECURANGAN PEMILU JokowiBapakNepotisme JokowiBapakNepotisme ","pdip terus berperkara meski telah putuskan hasil sengketa pilpres pengadilan tata usaha negara terima gugatan pdip terhadap kpu soal kecurangan pemilu jokowibapaknepotisme jokowibapaknepotisme ","['pdip', 'terus', 'berperkara', 'meski', 'telah', 'putuskan', 'hasil', 'sengketa', 'pilpres', 'pengadilan', 'tata', 'usaha', 'negara', 'terima', 'gugatan', 'pdip', 'terhadap', 'kpu', 'soal', 'kecurangan', 'pemilu', 'jokowibapaknepotisme', 'jokowibapaknepotisme']","['pdip', 'terus', 'berperkara', 'meski', 'telah', 'putuskan', 'hasil', 'sengketa', 'pilpres', 'pengadilan', 'tata', 'usaha', 'negara', 'terima', 'gugatan', 'pdip', 'terhadap', 'kpu', 'soal', 'kecurangan', 'pemilu', 'jokowibapaknepotisme', 'jokowibapaknepotisme']","['pdip', 'berperkara', 'putuskan', 'hasil', 'sengketa', 'pilpres', 'pengadilan', 'tata', 'usaha', 'negara', 'terima', 'gugatan', 'pdip', 'kpu', 'kecurangan', 'pemilu', 'jokowibapaknepotisme', 'jokowibapaknepotisme']","['pdip', 'perkara', 'putus', 'hasil', 'sengketa', 'pilpres', 'adil', 'tata', 'usaha', 'negara', 'terima', 'gugat', 'pdip', 'kpu', 'curang', 'milu', 'jokowibapaknepotisme', 'jokowibapaknepotisme']","pdip perkara putus hasil sengketa pilpres adil tata usaha negara terima gugat pdip kpu curang milu jokowibapaknepotisme jokowibapaknepotisme","1","Netral"
"1.78E+31","Thu Apr 18 03:03:41 +0000 2024","511","JOKOWI ADALAH BIANG KEROK DARI SEGALA SUMBER MASALAH YANG ADA DI REPOBLIK INI... DARI IJAZAH PALSU SAMPAI BANSOS DAN PEMILU CURANG SEMUANYA ADA DI PUNDAKNYA....‼️ #JokowiPenipuRakyatnya #JokowiPenipuRakyatnya 🆘🆗 https://t.co/l61QbOHdA8","1.78E+31","https://pbs.twimg.com/ext_tw_video_thumb/1780794216496668672/pu/img/Bprd3UW-_Nd9QGsa.jpg","","in","","10","35","229","https://twitter.com/secr3thm4nz56/status/1780794298843414707","1.41E+31","secr3thm4nz56","JOKOWI ADALAH BIANG KEROK DARI SEGALA SUMBER MASALAH YANG ADA DI REPOBLIK INI... DARI IJAZAH PALSU SAMPAI BANSOS DAN PEMILU CURANG SEMUANYA ADA DI PUNDAKNYA....‼️ #JokowiPenipuRakyatnya #JokowiPenipuRakyatnya 🆘🆗 https://t.co/l61QbOHdA8","JOKOWI ADALAH BIANG KEROK DARI SEGALA SUMBER MASALAH YANG ADA REPOBLIK INI DARI IJAZAH PALSU SAMPAI BANSOS DAN PEMILU CURANG SEMUANYA ADA PUNDAKNYA JokowiPenipuRakyatnya JokowiPenipuRakyatnya ","jokowi adalah biang kerok dari segala sumber masalah yang ada repoblik ini dari ijazah palsu sampai bansos dan pemilu curang semuanya ada pundaknya jokowipenipurakyatnya jokowipenipurakyatnya ","['jokowi', 'adalah', 'biang', 'kerok', 'dari', 'segala', 'sumber', 'masalah', 'yang', 'ada', 'repoblik', 'ini', 'dari', 'ijazah', 'palsu', 'sampai', 'bansos', 'dan', 'pemilu', 'curang', 'semuanya', 'ada', 'pundaknya', 'jokowipenipurakyatnya', 'jokowipenipurakyatnya']","['jokowi', 'adalah', 'biang', 'kerok', 'dari', 'segala', 'sumber', 'masalah', 'yang', 'ada', 'repoblik', 'ini', 'dari', 'ijazah', 'palsu', 'sampai', 'bansos', 'dan', 'pemilu', 'curang', 'semuanya', 'ada', 'pundaknya', 'jokowipenipurakyatnya', 'jokowipenipurakyatnya']","['jokowi', 'biang', 'kerok', 'sumber', 'repoblik', 'ijazah', 'palsu', 'bansos', 'pemilu', 'curang', 'pundaknya', 'jokowipenipurakyatnya', 'jokowipenipurakyatnya']","['jokowi', 'biang', 'kerok', 'sumber', 'repoblik', 'ijazah', 'palsu', 'bansos', 'milu', 'curang', 'pundak', 'jokowipenipurakyatnya', 'jokowipenipurakyatnya']","jokowi biang kerok sumber repoblik ijazah palsu bansos milu curang pundak jokowipenipurakyatnya jokowipenipurakyatnya","0","Negatif"
